,Unnamed: 0,text,tag
174,174,EU-wide,3
175,175,measures,0
176,176,after,0
177,177,reports,0
178,178,from,0
179,179,Britain,2
180,180,and,0
181,181,France,2
182,182,that,0
183,183,under,0
184,184,laboratory,0
185,185,conditions,0
186,186,sheep,0
187,187,could,0
188,188,contract,0
189,189,Bovine,3
190,190,Spongiform,3
191,191,Encephalopathy,3
192,192,(,0
193,193,BSE,3
194,194,),0
195,195,--,0
196,196,mad,0
197,197,cow,0
198,198,disease,0
199,199,.,0
200,200,But,0
201,201,Fischler,1
202,202,agreed,0
203,203,to,0
204,204,review,0
205,205,his,0
206,206,proposal,0
207,207,after,0
208,208,the,0
209,209,EU,4
210,210,'s,0
211,211,standing,0
212,212,veterinary,0
213,213,committee,0
214,214,",",0
215,215,mational,0
216,216,animal,0
217,217,health,0
218,218,officials,0
219,219,",",0
220,220,questioned,0
221,221,if,0
222,222,such,0
223,223,action,0
224,224,was,0
225,225,justified,0
226,226,as,0
227,227,there,0
228,228,was,0
229,229,only,0
230,230,a,0
231,231,slight,0
232,232,risk,0
233,233,to,0
234,234,human,0
235,235,health,0
236,236,.,0
237,237,Spanish,3
238,238,Farm,0
239,239,Minister,0
240,240,Loyola,1
241,241,de,1
242,242,Palacio,1
243,243,had,0
244,244,earlier,0
245,245,accused,0
246,246,Fischler,1
247,247,at,0
248,248,an,0
249,249,EU,4
250,250,farm,0
251,251,ministers,0
252,252,',0
253,253,meeting,0
254,254,of,0
255,255,causing,0
256,256,unjustified,0
257,257,alarm,0
258,258,through,0
259,259,"""",0
260,260,dangerous,0
261,261,generalisation,0
262,262,.,0
263,263,"""",0
264,264,.,0
265,265,Only,0
266,266,France,2
267,267,and,0
268,268,Britain,2
269,269,backed,0
270,270,Fischler,1
271,271,'s,0
272,272,proposal,0
273,273,.,0
274,274,The,0
275,275,EU,4
276,276,'s,0
277,277,scientific,0
278,278,veterinary,0
279,279,and,0
280,280,multidisciplinary,0
281,281,committees,0
282,282,are,0
283,283,due,0
284,284,to,0
285,285,re-examine,0
286,286,the,0
287,287,issue,0
288,288,early,0
289,289,next,0
290,290,month,0
291,291,and,0
292,292,make,0
293,293,recommendations,0
294,294,to,0
295,295,the,0
296,296,senior,0
297,297,veterinary,0
298,298,officials,0
299,299,.,0
300,300,Sheep,0
301,301,have,0
302,302,long,0
303,303,been,0
304,304,known,0
305,305,to,0
306,306,contract,0
307,307,scrapie,0
308,308,",",0
309,309,a,0
310,310,brain-wasting,0
311,311,disease,0
312,312,similar,0
313,313,to,0
314,314,BSE,3
315,315,which,0
316,316,is,0
317,317,believed,0
318,318,to,0
319,319,have,0
320,320,been,0
321,321,transferred,0
322,322,to,0
323,323,cattle,0
324,324,through,0
325,325,feed,0
326,326,containing,0
327,327,animal,0
328,328,waste,0
329,329,.,0
330,330,British,3
331,331,farmers,0
332,332,denied,0
333,333,on,0
334,334,Thursday,0
335,335,there,0
336,336,was,0
337,337,any,0
338,338,danger,0
339,339,to,0
340,340,human,0
341,341,health,0
342,342,from,0
343,343,their,0
344,344,sheep,0
345,345,",",0
346,346,but,0
347,347,expressed,0
348,348,concern,0
349,349,that,0
350,350,German,3
351,351,government,0
352,352,advice,0
353,353,to,0
354,354,consumers,0
355,355,to,0
356,356,avoid,0
357,357,British,3
358,358,lamb,0
359,359,might,0
360,360,influence,0
361,361,consumers,0
362,362,across,0
363,363,Europe,2
364,364,.,0
365,365,"""",0
366,366,What,0
367,367,we,0
368,368,have,0
369,369,to,0
370,370,be,0
371,371,extremely,0
372,372,careful,0
373,373,of,0
374,374,is,0
375,375,how,0
376,376,other,0
377,377,countries,0
378,378,are,0
379,379,going,0
380,380,to,0
381,381,take,0
382,382,Germany,2
383,383,'s,0
384,384,lead,0
385,385,",",0
386,386,"""",0
387,387,Welsh,4
388,388,National,4
389,389,Farmers,4
390,390,',4
391,391,Union,4
392,392,(,0
393,393,NFU,4
394,394,),0
395,395,chairman,0
396,396,John,1
397,397,Lloyd,1
398,398,Jones,1
399,399,said,0
400,400,on,0
401,401,BBC,4
402,402,radio,4
403,403,.,0
404,404,Bonn,2
405,405,has,0
406,406,led,0
407,407,efforts,0
408,408,to,0
409,409,protect,0
410,410,public,0
411,411,health,0
412,412,after,0
413,413,consumer,0
414,414,confidence,0
415,415,collapsed,0
416,416,in,0
417,417,March,0
418,418,after,0
419,419,a,0
420,420,British,3
421,421,report,0
422,422,suggested,0
423,423,humans,0
424,424,could,0
425,425,contract,0
426,426,an,0
427,427,illness,0
428,428,similar,0
429,429,to,0
430,430,mad,0
431,431,cow,0
432,432,disease,0
433,433,by,0
434,434,eating,0
435,435,contaminated,0
436,436,beef,0
437,437,.,0
438,438,Germany,2
439,439,imported,0
440,440,"47,600",0
441,441,sheep,0
442,442,from,0
443,443,Britain,2
444,444,last,0
445,445,year,0
446,446,",",0
447,447,nearly,0
448,448,half,0
449,449,of,0
450,450,total,0
451,451,imports,0
452,452,.,0
453,453,It,0
454,454,brought,0
455,455,in,0
456,456,"4,275",0
457,457,tonnes,0
458,458,of,0
459,459,British,3
460,460,mutton,0
461,461,",",0
462,462,some,0
463,463,10,0
464,464,percent,0
465,465,of,0
466,466,overall,0
467,467,imports,0
468,468,.,0
469,469,Rare,0
470,470,Hendrix,1
471,471,song,0
472,472,draft,0
473,473,sells,0
474,474,for,0
475,475,almost,0
476,476,$,0
477,477,"17,000",0
478,478,.,0
479,479,LONDON,2
480,480,1996-08-22,0
481,481,A,0
482,482,rare,0
483,483,early,0
484,484,handwritten,0
485,485,draft,0
486,486,of,0
487,487,a,0
488,488,song,0
489,489,by,0
490,490,U.S.,2
491,491,guitar,0
492,492,legend,0
493,493,Jimi,1
494,494,Hendrix,1
495,495,was,0
496,496,sold,0
497,497,for,0
498,498,almost,0
499,499,$,0
500,500,"17,000",0
501,501,on,0
502,502,Thursday,0
503,503,at,0
504,504,an,0
505,505,auction,0
506,506,of,0
507,507,some,0
508,508,of,0
509,509,the,0
510,510,late,0
511,511,musician,0
512,512,'s,0
513,513,favourite,0
514,514,possessions,0
515,515,.,0
516,516,A,0
517,517,Florida,2
518,518,restaurant,0
519,519,paid,0
520,520,"10,925",0
521,521,pounds,0
522,522,(,0
523,523,$,0
524,524,"16,935",0
525,525,),0
526,526,for,0
527,527,the,0
528,528,draft,0
529,529,of,0
530,530,"""",0
531,531,Ai,3
532,532,n't,3
533,533,no,3
534,534,telling,3
535,535,"""",0
536,536,",",0
537,537,which,0
538,538,Hendrix,1
539,539,penned,0
540,540,on,0
541,541,a,0
542,542,piece,0
543,543,of,0
544,544,London,2
545,545,hotel,0
546,546,stationery,0
547,547,in,0
548,548,late,0
549,549,1966,0
550,550,.,0
551,551,At,0
552,552,the,0
553,553,end,0
554,554,of,0
555,555,a,0
556,556,January,0
557,557,1967,0
558,558,concert,0
559,559,in,0
560,560,the,0
561,561,English,3
562,562,city,0
563,563,of,0
564,564,Nottingham,2
565,565,he,0
566,566,threw,0
567,567,the,0
568,568,sheet,0
569,569,of,0
570,570,paper,0
571,571,into,0
572,572,the,0
573,573,audience,0
574,574,",",0
575,575,where,0
576,576,it,0
577,577,was,0
578,578,retrieved,0
579,579,by,0
580,580,a,0
581,581,fan,0
582,582,.,0
583,583,Buyers,0
584,584,also,0
585,585,snapped,0
586,586,up,0
587,587,16,0
588,588,other,0
589,589,items,0
590,590,that,0
591,591,were,0
592,592,put,0
593,593,up,0
594,594,for,0
595,595,auction,0
596,596,by,0
597,597,Hendrix,1
598,598,'s,0
599,599,former,0
600,600,girlfriend,0
601,601,Kathy,1
602,602,Etchingham,1
603,603,",",0
604,604,who,0
605,605,lived,0
606,606,with,0
607,607,him,0
608,608,from,0
609,609,1966,0
610,610,to,0
611,611,1969,0
612,612,.,0
613,613,They,0
614,614,included,0
615,615,a,0
616,616,black,0
617,617,lacquer,0
618,618,and,0
619,619,mother,0
620,620,of,0
621,621,pearl,0
622,622,inlaid,0
623,623,box,0
624,624,used,0
625,625,by,0
626,626,Hendrix,1
627,627,to,0
628,628,store,0
629,629,his,0
630,630,drugs,0
631,631,",",0
632,632,which,0
633,633,an,0
634,634,anonymous,0
635,635,Australian,3
636,636,purchaser,0
637,637,bought,0
638,638,for,0
639,639,"5,060",0
640,640,pounds,0
641,641,(,0
642,642,$,0
643,643,"7,845",0
644,644,),0
645,645,.,0
646,646,The,0
647,647,guitarist,0
648,648,died,0
649,649,of,0
650,650,a,0
651,651,drugs,0
652,652,overdose,0
653,653,in,0
654,654,1970,0
655,655,aged,0
656,656,27,0
657,657,.,0
658,658,China,2
659,659,says,0
660,660,Taiwan,2
661,661,spoils,0
662,662,atmosphere,0
663,663,for,0
664,664,talks,0
665,665,.,0
666,666,BEIJING,2
667,667,1996-08-22,0
668,668,China,2
669,669,on,0
670,670,Thursday,0
671,671,accused,0
672,672,Taipei,2
673,673,of,0
674,674,spoiling,0
675,675,the,0
676,676,atmosphere,0
677,677,for,0
678,678,a,0
679,679,resumption,0
680,680,of,0
681,681,talks,0
682,682,across,0
683,683,the,0
684,684,Taiwan,2
685,685,Strait,2
686,686,with,0
687,687,a,0
688,688,visit,0
689,689,to,0
690,690,Ukraine,2
691,691,by,0
692,692,Taiwanese,3
693,693,Vice,0
694,694,President,0
695,695,Lien,1
696,696,Chan,1
697,697,this,0
698,698,week,0
699,699,that,0
700,700,infuriated,0
701,701,Beijing,2
702,702,.,0
703,703,Speaking,0
704,704,only,0
705,705,hours,0
706,706,after,0
707,707,Chinese,3
708,708,state,0
709,709,media,0
710,710,said,0
711,711,the,0
712,712,time,0
713,713,was,0
714,714,right,0
715,715,to,0
716,716,engage,0
717,717,in,0
718,718,political,0
719,719,talks,0
720,720,with,0
721,721,Taiwan,2
722,722,",",0
723,723,Foreign,4
724,724,Ministry,4
725,725,spokesman,0
726,726,Shen,1
727,727,Guofang,1
728,728,told,0
729,729,Reuters,4
730,730,:,0
731,731,"""",0
732,732,The,0
733,733,necessary,0
734,734,atmosphere,0
735,735,for,0
736,736,the,0
737,737,opening,0
738,738,of,0
739,739,the,0
740,740,talks,0
741,741,has,0
742,742,been,0
743,743,disrupted,0
744,744,by,0
745,745,the,0
746,746,Taiwan,2
747,747,authorities,0
748,748,.,0
749,749,"""",0
750,750,State,0
751,751,media,0
752,752,quoted,0
753,753,China,2
754,754,'s,0
755,755,top,0
756,756,negotiator,0
757,757,with,0
758,758,Taipei,2
759,759,",",0
760,760,Tang,1
761,761,Shubei,1
762,762,",",0
763,763,as,0
764,764,telling,0
765,765,a,0
766,766,visiting,0
767,767,group,0
768,768,from,0
769,769,Taiwan,2
770,770,on,0
771,771,Wednesday,0
772,772,that,0
773,773,it,0
774,774,was,0
775,775,time,0
776,776,for,0
777,777,the,0
778,778,rivals,0
779,779,to,0
780,780,hold,0
781,781,political,0
782,782,talks,0
783,783,.,0
784,784,"""",0
785,785,Now,0
786,786,is,0
787,787,the,0
788,788,time,0
789,789,for,0
790,790,the,0
791,791,two,0
792,792,sides,0
793,793,to,0
794,794,engage,0
795,795,in,0
796,796,political,0
797,797,talks,0
798,798,...,0
799,799,that,0
800,800,is,0
801,801,to,0
802,802,end,0
803,803,the,0
804,804,state,0
805,805,of,0
806,806,hostility,0
807,807,",",0
808,808,"""",0
809,809,Thursday,0
810,810,'s,0
811,811,overseas,0
812,812,edition,0
813,813,of,0
814,814,the,0
815,815,People,4
816,816,'s,4
817,817,Daily,4
818,818,quoted,0
819,819,Tang,1
820,820,as,0
821,821,saying,0
822,822,.,0
823,823,The,0
824,824,foreign,0
825,825,ministry,0
826,826,'s,0
827,827,Shen,4
828,828,told,0
829,829,Reuters,4
830,830,Television,4
831,831,in,0
832,832,an,0
833,833,interview,0
834,834,he,0
835,835,had,0
836,836,read,0
837,837,reports,0
838,838,of,0
839,839,Tang,1
840,840,'s,0
841,841,comments,0
842,842,but,0
843,843,gave,0
844,844,no,0
845,845,details,0
846,846,of,0
847,847,why,0
848,848,the,0
849,849,negotiator,0
850,850,had,0
851,851,considered,0
852,852,the,0
853,853,time,0
854,854,right,0
855,855,for,0
856,856,talks,0
857,857,with,0
858,858,Taiwan,2
859,859,",",0
860,860,which,0
861,861,Beijing,2
862,862,considers,0
863,863,a,0
864,864,renegade,0
865,865,province,0
866,866,.,0
867,867,China,2
868,868,",",0
869,869,which,0
870,870,has,0
871,871,long,0
872,872,opposed,0
873,873,all,0
874,874,Taipei,2
875,875,efforts,0
876,876,to,0
877,877,gain,0
878,878,greater,0
879,879,international,0
880,880,recognition,0
881,881,",",0
882,882,was,0
883,883,infuriated,0
884,884,by,0
885,885,a,0
886,886,visit,0
887,887,to,0
888,888,Ukraine,2
889,889,this,0
890,890,week,0
891,891,by,0
892,892,Taiwanese,3
893,893,Vice,0
894,894,President,0
895,895,Lien,1
896,896,.,0
897,897,China,2
898,898,says,0
899,899,time,0
900,900,right,0
901,901,for,0
902,902,Taiwan,2
903,903,talks,0
904,904,.,0
905,905,BEIJING,2
906,906,1996-08-22,0
907,907,China,2
908,908,has,0
909,909,said,0
910,910,it,0
911,911,was,0
912,912,time,0
913,913,for,0
914,914,political,0
915,915,talks,0
916,916,with,0
917,917,Taiwan,2
918,918,and,0
919,919,that,0
920,920,the,0
921,921,rival,0
922,922,island,0
923,923,should,0
924,924,take,0
925,925,practical,0
926,926,steps,0
927,927,towards,0
928,928,that,0
929,929,goal,0
930,930,.,0
931,931,Consultations,0
932,932,should,0
933,933,be,0
934,934,held,0
935,935,to,0
936,936,set,0
937,937,the,0
938,938,time,0
939,939,and,0
940,940,format,0
941,941,of,0
942,942,the,0
943,943,talks,0
944,944,",",0
945,945,the,0
946,946,official,0
947,947,Xinhua,4
948,948,news,0
949,949,agency,0
950,950,quoted,0
951,951,Tang,1
952,952,Shubei,1
953,953,",",0
954,954,executive,0
955,955,vice,0
956,956,chairman,0
957,957,of,0
958,958,the,0
959,959,Association,4
960,960,for,4
961,961,Relations,4
962,962,Across,4
963,963,the,4
964,964,Taiwan,4
965,965,Straits,4
966,966,",",0
967,967,as,0
968,968,saying,0
969,969,late,0
970,970,on,0
971,971,Wednesday,0
972,972,.,0
973,973,German,3
974,974,July,0
975,975,car,0
976,976,registrations,0
977,977,up,0
978,978,14.2,0
979,979,pct,0
980,980,yr,0
981,981,/,0
982,982,yr,0
983,983,.,0
984,984,FRANKFURT,2
985,985,1996-08-22,0
986,986,German,3
987,987,first-time,0
988,988,registrations,0
989,989,of,0
990,990,motor,0
991,991,vehicles,0
992,992,jumped,0
993,993,14.2,0
994,994,percent,0
995,995,in,0
996,996,July,0
997,997,this,0
998,998,year,0
999,999,from,0
1000,1000,the,0
1001,1001,year-earlier,0
1002,1002,period,0
1003,1003,",",0
1004,1004,the,0
1005,1005,Federal,4
1006,1006,office,4
1007,1007,for,4
1008,1008,motor,4
1009,1009,vehicles,4
1010,1010,said,0
1011,1011,on,0
1012,1012,Thursday,0
1013,1013,.,0
1014,1014,The,0
1015,1015,office,0
1016,1016,said,0
1017,1017,"356,725",0
1018,1018,new,0
1019,1019,cars,0
1020,1020,were,0
1021,1021,registered,0
1022,1022,in,0
1023,1023,July,0
1024,1024,1996,0
1025,1025,--,0
1026,1026,"304,850",0
1027,1027,passenger,0
1028,1028,cars,0
1029,1029,and,0
1030,1030,"15,613",0
1031,1031,trucks,0
1032,1032,.,0
1033,1033,The,0
1034,1034,figures,0
1035,1035,represent,0
1036,1036,a,0
1037,1037,13.6,0
1038,1038,percent,0
1039,1039,increase,0
1040,1040,for,0
1041,1041,passenger,0
1042,1042,cars,0
1043,1043,and,0
1044,1044,a,0
1045,1045,2.2,0
1046,1046,percent,0
1047,1047,decline,0
1048,1048,for,0
1049,1049,trucks,0
1050,1050,from,0
1051,1051,July,0
1052,1052,1995,0
1053,1053,.,0
1054,1054,Motor-bike,0
1055,1055,registration,0
1056,1056,rose,0
1057,1057,32.7,0
1058,1058,percent,0
1059,1059,in,0
1060,1060,the,0
1061,1061,period,0
1062,1062,.,0
1063,1063,The,0
1064,1064,growth,0
1065,1065,was,0
1066,1066,partly,0
1067,1067,due,0
1068,1068,to,0
1069,1069,an,0
1070,1070,increased,0
1071,1071,number,0
1072,1072,of,0
1073,1073,Germans,3
1074,1074,buying,0
1075,1075,German,3
1076,1076,cars,0
1077,1077,abroad,0
1078,1078,",",0
1079,1079,while,0
1080,1080,manufacturers,0
1081,1081,said,0
1082,1082,that,0
1083,1083,domestic,0
1084,1084,demand,0
1085,1085,was,0
1086,1086,weak,0
1087,1087,",",0
1088,1088,the,0
1089,1089,federal,0
1090,1090,office,0
1091,1091,said,0
1092,1092,.,0
1093,1093,Almost,0
1094,1094,all,0
1095,1095,German,3
1096,1096,car,0
1097,1097,manufacturers,0
1098,1098,posted,0
1099,1099,gains,0
1100,1100,in,0
1101,1101,registration,0
1102,1102,numbers,0
1103,1103,in,0
1104,1104,the,0
1105,1105,period,0
1106,1106,.,0
1107,1107,Volkswagen,4
1108,1108,AG,4
1109,1109,won,0
1110,1110,"77,719",0
1111,1111,registrations,0
1112,1112,",",0
1113,1113,slightly,0
1114,1114,more,0
1115,1115,than,0
1116,1116,a,0
1117,1117,quarter,0
1118,1118,of,0
1119,1119,the,0
1120,1120,total,0
1121,1121,.,0
1122,1122,Opel,4
1123,1123,AG,4
1124,1124,together,0
1125,1125,with,0
1126,1126,General,4
1127,1127,Motors,4
1128,1128,came,0
1129,1129,in,0
1130,1130,second,0
1131,1131,place,0
1132,1132,with,0
1133,1133,"49,269",0
1134,1134,registrations,0
1135,1135,",",0
1136,1136,16.4,0
1137,1137,percent,0
1138,1138,of,0
1139,1139,the,0
1140,1140,overall,0
1141,1141,figure,0
1142,1142,.,0
1143,1143,Third,0
1144,1144,was,0
1145,1145,Ford,4
1146,1146,with,0
1147,1147,"35,563",0
1148,1148,registrations,0
1149,1149,",",0
1150,1150,or,0
1151,1151,11.7,0
1152,1152,percent,0
1153,1153,.,0
1154,1154,Only,0
1155,1155,Seat,4
1156,1156,and,0
1157,1157,Porsche,4
1158,1158,had,0
1159,1159,fewer,0
1160,1160,registrations,0
1161,1161,in,0
1162,1162,July,0
1163,1163,1996,0
1164,1164,compared,0
1165,1165,to,0
1166,1166,last,0
1167,1167,year,0
1168,1168,'s,0
1169,1169,July,0
1170,1170,.,0
1171,1171,Seat,4
1172,1172,posted,0
1173,1173,"3,420",0
1174,1174,registrations,0
1175,1175,compared,0
1176,1176,with,0
1177,1177,5522,0
1178,1178,registrations,0
1179,1179,in,0
1180,1180,July,0
1181,1181,a,0
1182,1182,year,0
1183,1183,earlier,0
1184,1184,.,0
1185,1185,Porsche,4
1186,1186,'s,0
1187,1187,registrations,0
1188,1188,fell,0
1189,1189,to,0
1190,1190,554,0
1191,1191,from,0
1192,1192,643,0
1193,1193,.,0
1194,1194,GREEK,3
1195,1195,SOCIALISTS,0
1196,1196,GIVE,0
1197,1197,GREEN,0
1198,1198,LIGHT,0
1199,1199,TO,0
1200,1200,PM,0
1201,1201,FOR,0
1202,1202,ELECTIONS,0
1203,1203,.,0
1204,1204,ATHENS,2
1205,1205,1996-08-22,0
1206,1206,The,0
1207,1207,Greek,3
1208,1208,socialist,0
1209,1209,party,0
1210,1210,'s,0
1211,1211,executive,0
1212,1212,bureau,0
1213,1213,gave,0
1214,1214,the,0
1215,1215,green,0
1216,1216,light,0
1217,1217,to,0
1218,1218,Prime,0
1219,1219,Minister,0
1220,1220,Costas,1
1221,1221,Simitis,1
1222,1222,to,0
1223,1223,call,0
1224,1224,snap,0
1225,1225,elections,0
1226,1226,",",0
1227,1227,its,0
1228,1228,general,0
1229,1229,secretary,0
1230,1230,Costas,1
1231,1231,Skandalidis,1
1232,1232,told,0
1233,1233,reporters,0
1234,1234,.,0
1235,1235,Prime,0
1236,1236,Minister,0
1237,1237,Costas,1
1238,1238,Simitis,1
1239,1239,is,0
1240,1240,going,0
1241,1241,to,0
1242,1242,make,0
1243,1243,an,0
1244,1244,official,0
1245,1245,announcement,0
1246,1246,after,0
1247,1247,a,0
1248,1248,cabinet,0
1249,1249,meeting,0
1250,1250,later,0
1251,1251,on,0
1252,1252,Thursday,0
1253,1253,",",0
1254,1254,said,0
1255,1255,Skandalidis,1
1256,1256,.,0
1257,1257,--,0
1258,1258,Dimitris,1
1259,1259,Kontogiannis,1
1260,1260,",",0
1261,1261,Athens,4
1262,1262,Newsroom,4
1263,1263,+301,0
1264,1264,3311812-4,0
1265,1265,BayerVB,4
1266,1266,sets,0
1267,1267,C$,3
1268,1268,100,0
1269,1269,million,0
1270,1270,six-year,0
1271,1271,bond,0
1272,1272,.,0
1273,1273,LONDON,2
1274,1274,1996-08-22,0
1275,1275,The,0
1276,1276,following,0
1277,1277,bond,0
1278,1278,was,0
1279,1279,announced,0
1280,1280,by,0
1281,1281,lead,0
1282,1282,manager,0
1283,1283,Toronto,1
1284,1284,Dominion,1
1285,1285,.,0
1286,1286,BORROWER,0
1287,1287,BAYERISCHE,4
1288,1288,VEREINSBANK,4
1289,1289,AMT,0
1290,1290,C$,3
1291,1291,100,0
1292,1292,MLN,0
1293,1293,COUPON,0
1294,1294,6.625,0
1295,1295,MATURITY,0
1296,1296,24.SEP.02,0
1297,1297,TYPE,0
1298,1298,STRAIGHT,0
1299,1299,ISS,0
1300,1300,PRICE,0
1301,1301,100.92,0
1302,1302,PAY,0
1303,1303,DATE,0
1304,1304,24.SEP.96,0
1305,1305,FULL,0
1306,1306,FEES,0
1307,1307,1.875,0
1308,1308,REOFFER,0
1309,1309,99.32,0
1310,1310,SPREAD,0
1311,1311,+20,0
1312,1312,BP,0
1313,1313,MOODY,0
1314,1314,AA1,0
1315,1315,LISTING,0
1316,1316,LUX,0
1317,1317,PAY,0
1318,1318,FREQ,0
1319,1319,=,0
1320,1320,S&P,4
1321,1321,=,0
1322,1322,DENOMS,0
1323,1323,(,0
1324,1324,K,0
1325,1325,),0
1326,1326,1-10-100,0
1327,1327,SALE,0
1328,1328,LIMITS,0
1329,1329,US,2
1330,1330,/,0
1331,1331,UK,2
1332,1332,/,0
1333,1333,CA,2
1334,1334,NEG,0
1335,1335,PLG,0
1336,1336,NO,0
1337,1337,CRS,0
1338,1338,DEFLT,0
1339,1339,NO,0
1340,1340,FORCE,0
1341,1341,MAJ,0
1342,1342,=,0
1343,1343,GOV,0
1344,1344,LAW,0
1345,1345,GERMAN,3
1346,1346,HOME,0
1347,1347,CTRY,0
1348,1348,=,0
1349,1349,TAX,0
1350,1350,PROVS,0
1351,1351,STANDARD,0
1352,1352,MGT,0
1353,1353,/,0
1354,1354,UND,0
1355,1355,0.275,0
1356,1356,SELL,0
1357,1357,CONC,0
1358,1358,1.60,0
1359,1359,PRAECIP,0
1360,1360,=,0
1361,1361,UNDERLYING,0
1362,1362,GOVT,0
1363,1363,BOND,0
1364,1364,7.0,0
1365,1365,PCT,0
1366,1366,SEPT,0
1367,1367,2001,0
1368,1368,NOTES,0
1369,1369,BAYERISCHE,4
1370,1370,VEREINSBANK,4
1371,1371,IS,0
1372,1372,JOINT,0
1373,1373,LEAD,0
1374,1374,MANAGER,0
1375,1375,--,0
1376,1376,London,4
1377,1377,Newsroom,4
1378,1378,+44,0
1379,1379,171,0
1380,1380,542,0
1381,1381,7658,0
1382,1382,Venantius,4
1383,1383,sets,0
1384,1384,$,0
1385,1385,300,0
1386,1386,million,0
1387,1387,January,0
1388,1388,1999,0
1389,1389,FRN,0
1390,1390,.,0
1391,1391,LONDON,2
1392,1392,1996-08-22,0
1393,1393,The,0
1394,1394,following,0
1395,1395,floating-rate,0
1396,1396,issue,0
1397,1397,was,0
1398,1398,announced,0
1399,1399,by,0
1400,1400,lead,0
1401,1401,manager,0
1402,1402,Lehman,4
1403,1403,Brothers,4
1404,1404,International,4
1405,1405,.,0
1406,1406,BORROWER,0
1407,1407,VENANTIUS,4
1408,1408,AB,4
1409,1409,(,0
1410,1410,SWEDISH,3
1411,1411,NATIONAL,0
1412,1412,MORTGAGE,0
1413,1413,AGENCY,0
1414,1414,),0
1415,1415,AMT,0
1416,1416,$,0
1417,1417,300,0
1418,1418,MLN,0
1419,1419,SPREAD,0
1420,1420,-,0
1421,1421,12.5,0
1422,1422,BP,0
1423,1423,MATURITY,0
1424,1424,21.JAN.99,0
1425,1425,TYPE,0
1426,1426,FRN,0
1427,1427,BASE,0
1428,1428,3M,4
1429,1429,LIBOR,0
1430,1430,PAY,0
1431,1431,DATE,0
1432,1432,S23.SEP.96,0
1433,1433,LAST,0
1434,1434,MOODY,0
1435,1435,AA3,0
1436,1436,ISS,0
1437,1437,PRICE,0
1438,1438,99.956,0
1439,1439,FULL,0
1440,1440,FEES,0
1441,1441,10,0
1442,1442,BP,0
